Ломбардный список БР,Кол-во дней со сделками за 2 дня,Кол-во дней со сделками за 5 дней,Кол-во дней со сделками за 10 дней,Кол-во купонов в год,Амортизируемость,Конвертация,Закрытая подписка,target,not_isin,Encumbrance,Дата начала размещения_dow,Дата ближ. возм. погаш._dow,Дата погашения_dow,Дата окончания размещения_dow,Дата регистрации_dow,Дата гос. рег-ции/присвоения_dow,Дата ближ. купона_year,Дата ближ. купона_dow,Дата начала размещения_day,Дата ближ. возм. погаш._year,Дата ближ. возм. погаш._day,Дата погашения_year,Дата погашения_day,Дата окончания размещения_day,Дата регистрации_day,Дата гос. рег-ции/присвоения_day,Дата ближ. купона_day,Дата ближ. возм. погаш._month,Дата ближ. купона_month,Дата гос. рег-ции/присвоения_month,Дата гос. рег-ции/присвоения_year,Дата начала размещения_month,Дата начала размещения_year,Дата окончания размещения_month,Дата окончания размещения_year,Дата погашения_month,Дата регистрации_month,Дата регистрации_year,Статус,"Состояние бумаги, eng.",CFI,Страна заемщика,Сектор заемщика,Регион эмитента,Сектор эмитента,Срок обращения,Тип купона,Валюта номинала,Тип облигации,Вид облигации,Для неквал. инвесторов,"Форма выпуска, eng",Способ размещения,Тип по классиф. БР,Вид залога,Структурированность,Гос. гарантия,Индексируемость номинала,Вид обеспечения,Старшинство секьюритизации,"Тип бумаги (МСП, Корп., Гос.)",Сектор повышенного инвест. риска,Сектор роста,Рейтинг агрег,pca_1,pca_2,pca_3,target
0,2,5,10,12,0,0,0,0,0,1,2,4,4,1,2,2,2023,3,9,2025,24,2025,24,30,27,27,9,10,3,7,2022,11,2022,5,2023,10,7,2022,В обращении,In placement,DBFUFB,RU,Пищевая промышленность и с/х,Алтайский край,Пищевая промышленность и с/х,Краткосрочные,Фиксированный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,B+(RU),-637699.1073284048,-2019.165221322399,-15.701224628324303,0
0,0,0,0,4,0,0,0,0,0,1,2,2,2,2,2,2,2023,2,14,2027,8,2027,8,14,7,7,15,12,3,12,2022,12,2022,12,2022,12,12,2022,В обращении,Placed,DBFUFB,RU,Пищевая промышленность и с/х,Московская область,Пищевая промышленность и с/х,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruA+,-637699.1073170818,-2019.9870197974246,-15.753908193515153,0
0,2,5,10,4,0,0,1,0,1,0,3,6,6,6,2,6,2023,6,3,2034,3,2034,3,20,2,25,19,9,3,12,2022,9,2009,9,2009,9,9,2009,В обращении,Placed,DBFUFB,RU,Технологии,Республика Татарстан,Технологии,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,0
0,2,5,10,4,0,0,1,1,1,0,2,5,5,2,0,6,2023,6,22,2034,22,2034,22,22,20,25,19,7,3,12,2022,7,2009,7,2009,7,7,2009,Дефолт,Placed,DBFUFB,RU,Финанс.сервисы,Республика Татарстан,Финанс.сервисы,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,1
0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,1,2023,0,28,2025,31,2025,31,28,27,27,3,3,4,12,2022,12,2022,12,2022,3,12,2022,В обращении,Placed,DBFUFB,RU,"Фин.сервис - УК, НПФ, ПИФ",Краснодарский край,"Фин.сервис - УК, НПФ, ПИФ",Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruAA-,-637699.1073192501,-2019.828519751896,-15.580110441320336,0
0,2,5,10,2,0,0,0,1,0,0,0,0,0,6,6,6,2023,6,27,2019,22,2021,18,2,15,15,19,7,3,12,2013,1,2014,2,2014,1,12,2013,Дефолт,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Переменный,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192414,-2019.8285054863857,-15.580204334422975,1
0,2,5,10,2,1,0,1,0,0,0,1,6,6,1,0,0,2023,6,10,2027,25,2027,25,10,2,2,30,7,7,8,2021,8,2021,8,2021,7,8,2021,В обращении,Placed,DBVUFB,RU,Пищевая промышленность и с/х,г.Москва,Пищевая промышленность и с/х,Среднесрочные,Переменный,RUB,Корп,Коммерческие,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,'ruBBB-,-637699.1073193981,-2019.828634674166,-15.580276658657574,0
0,2,5,10,4,0,0,0,0,1,0,6,0,0,2,1,6,2023,6,27,2024,8,2024,8,22,22,25,16,7,4,12,2022,12,2020,7,2009,7,12,2020,В обращении,Placed,DBFUFB,RU,Государственные,Томская область,Государственные,Краткосрочные,Постоянный,RUB,Муни,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,G,НЕТ,НЕТ,'ruBBB-,-637699.1073192204,-2019.8284824095026,-15.580234547801235,0
0,2,4,7,4,1,0,0,0,0,0,1,2,5,1,1,1,2023,6,14,2021,22,2026,23,14,7,7,28,12,5,7,2020,7,2020,7,2020,5,7,2020,В обращении,Placed,DBFXFR,RU,Государственные,Ярославская область,Государственные,Среднесрочные,Постоянный,RUB,Муни,Классические,"Да, после тестирования",certificated registered,Подписка открытая,Облигации органов исполнительной власти субъектов Российской Федерации и муниципальных образований,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,G,НЕТ,НЕТ,ruA-,-637699.1073068832,-2020.7362073449679,-15.639005180263073,0
1,2,5,10,2,0,0,0,0,0,0,2,2,2,2,3,3,2023,2,6,2023,3,2027,28,6,26,26,3,5,5,6,2014,5,2020,5,2020,4,6,2014,В обращении,Placed,DBVUFB,RU,Ритейл,г.Москва,Ритейл,Среднесрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruAA-,-637699.1073043108,-2020.9278293464745,-15.700069024682936,0
0,2,5,10,4,1,0,0,0,0,1,2,2,2,2,1,1,2023,2,28,2024,26,2024,26,28,6,6,29,6,3,12,2022,12,2022,12,2022,6,12,2022,В обращении,Placed,DBFUFB,RU,Строительство,Республика Татарстан,Строительство,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,'ruBBB+,-637699.1073270127,-2019.27563750699,-15.705316845877437,0
0,2,5,10,2,0,0,0,1,0,0,3,1,3,1,3,3,2023,6,14,2019,3,2021,8,19,24,24,19,12,3,12,2015,4,2016,4,2016,4,12,2015,Дефолт,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Плавающий,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073192771,-2019.8285277148468,-15.580270552903006,1
0,2,5,10,4,0,0,0,0,0,1,6,6,6,1,1,1,2023,6,15,2022,11,2029,2,17,22,22,12,12,3,10,2019,12,2019,12,2019,12,10,2019,В обращении,Placed,DBVUFB,RU,Прочие,Приморский край,Прочие,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-588699.1073201287,-2019.482122107916,-15.924416398958947,0
0,2,5,10,4,1,0,0,0,0,1,1,1,1,1,2,2,2023,1,28,2026,22,2026,22,28,22,22,28,9,3,9,2021,9,2021,9,2021,9,9,2021,В обращении,Placed,DBFUFB,RU,Фин.сервис - Лизинг,г.Москва,Фин.сервис - Лизинг,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,BB(RU),-637699.1073205263,-2019.7310479594503,-15.669034125350978,0
0,2,5,10,4,1,0,0,1,0,0,0,2,0,0,3,3,2023,6,24,2018,22,2022,18,24,20,20,19,8,3,4,2017,4,2017,4,2017,4,4,2017,Дефолт,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Фиксированный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192196,-2019.828485368487,-15.580182817039878,1
0,2,5,10,2,0,0,1,0,0,1,1,1,1,3,6,6,2023,1,24,2026,18,2031,12,26,1,1,22,8,8,8,2021,8,2021,8,2021,8,8,2021,В обращении,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Долгосрочные,Переменный,RUB,Корп,Биржевые,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,9361300.891758544,-1884.030100660292,-14.510148920332337,0
0,2,5,10,2,0,0,0,1,0,0,3,3,3,3,0,0,2023,6,19,2017,18,2026,7,19,9,9,19,5,3,5,2016,5,2016,5,2016,5,5,2016,Дефолт,Redeemed,DBVUFB,RU,Ритейл,Республика Татарстан,Ритейл,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073192264,-2019.8284927314533,-15.580187686335604,1
0,2,5,10,2,0,0,0,0,0,0,0,0,0,0,2,2,2023,0,19,2025,15,2025,15,19,14,14,19,12,6,12,2022,12,2022,12,2022,12,12,2022,В обращении,Placed,DBFUFB,RU,Прочие,Московская область,Прочие,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,C,НЕТ,НЕТ,BBB+(RU),-637699.107321354,-2019.7250098849033,-15.677393668425387,0
0,2,5,10,4,1,0,0,0,1,0,0,6,6,0,1,6,2023,6,17,2030,2,2030,2,19,21,25,19,6,3,12,2022,1,2011,12,2011,6,12,2010,В обращении,Placed,DBFUFB,RU,"Путешествия, досуг",Ростовская область,"Путешествия, досуг",Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-538699.1073283441,-2018.4839447471004,-15.569599355595802,0
0,2,5,10,12,1,0,0,0,0,0,2,4,4,1,2,2,2023,1,16,2023,1,2023,1,29,17,17,4,9,4,6,2020,9,2020,9,2020,9,6,2020,В обращении,Placed,DBFUFB,RU,Финанс.сервисы,Ростовская область,Финанс.сервисы,Краткосрочные,Постоянный,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,NAN,-637699.1073135012,-2020.2486250410982,-15.687318018263351,0
0,2,5,10,12,0,0,1,1,0,0,0,1,1,1,1,1,2023,6,29,2021,21,2021,21,21,16,16,19,12,3,6,2020,6,2020,12,2021,12,6,2020,Дефолт,Placed,DBFUFB,RU,Телекоммуникации,Краснодарский край,Телекоммуникации,Краткосрочные,Постоянный,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073192165,-2019.8284847165642,-15.580203734562838,1
0,2,5,10,12,0,0,0,1,0,0,1,0,0,2,1,1,2023,6,10,2023,24,2023,24,11,3,3,26,4,3,3,2020,3,2020,3,2020,4,3,2020,Дефолт,Placed,DBFUFB,RU,Пищевая промышленность и с/х,Новосибирская область,Пищевая промышленность и с/х,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-628702.6138019902,256242.55089907825,-9633.905856408323,1
0,2,5,10,4,0,0,0,0,0,1,2,2,2,2,3,3,2023,2,22,2024,18,2024,18,22,2,2,22,12,3,12,2021,12,2021,12,2021,12,12,2021,В обращении,Placed,DBFUFB,RU,Строительство,Ярославская область,Строительство,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,'ruBBB,-637699.1073273134,-2019.2346721076851,-15.689466360171819,0
1,2,5,10,2,0,0,0,0,0,0,6,6,6,6,2,2,2023,6,4,2024,28,2024,28,4,31,31,30,7,7,7,2019,8,2019,8,2019,7,7,2019,В обращении,Placed,DBFGFB,RU,Металлургический,Республика Тыва,Металлургический,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,C,НЕТ,НЕТ,AA+(RU),-637699.1073058164,-2020.8275670720197,-15.634674512867775,0
0,2,5,10,4,0,0,0,0,0,1,6,6,6,1,1,1,2023,6,25,2025,21,2025,21,27,20,20,26,12,3,12,2022,12,2022,12,2022,12,12,2022,В обращении,Placed,DBFUFB,RU,Электроэнергетика,Иркутская область,Электроэнергетика,Краткосрочные,Постоянный,CNY,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,C,НЕТ,НЕТ,NAN,-637699.1073192259,-2019.828493928667,-15.580193100496993,0
0,2,5,10,12,0,0,0,0,0,1,2,4,4,3,3,3,2023,6,8,2026,23,2026,23,30,2,2,12,1,3,2,2023,2,2023,3,2023,1,2,2023,В обращении,In placement,DBFUFB,RU,Нефтегазовый,Московская область,Нефтегазовый,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,A-(RU),-637699.1073264808,-2019.4594377755457,-15.690019955877307,0
1,2,5,10,2,0,0,0,0,0,1,0,0,0,0,1,1,2023,0,20,2025,14,2025,14,20,14,14,17,4,4,4,2020,4,2020,4,2020,4,4,2020,В обращении,Placed,DBFUFB,RU,"Химпром, минудобрения",г.Москва,"Химпром, минудобрения",Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,C,НЕТ,НЕТ,ruAA+,-637699.1073069994,-2020.794620391023,-15.659734440242106,0
0,2,5,10,4,1,0,0,0,0,1,1,1,1,1,0,0,2023,1,30,2025,26,2025,26,30,22,22,30,8,5,8,2022,8,2022,8,2022,8,8,2022,В обращении,Placed,DBFUFB,RU,Фин.сервис - Лизинг,г.Москва,Фин.сервис - Лизинг,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,A+(RU),-637699.1073129312,-2020.2977210949994,-15.653296647869698,0
0,2,5,10,4,0,0,0,1,0,0,3,3,3,6,2,2,2023,6,29,2018,25,2020,22,1,14,14,19,10,3,10,2015,10,2015,11,2015,10,10,2015,Дефолт,Placed,DBFXFB,RU,"Фин.сервис - УК, НПФ, ПИФ",г.Москва,"Фин.сервис - УК, НПФ, ПИФ",Среднесрочные,Переменный,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.107319224,-2019.8284884742436,-15.5801840318714,1
0,2,5,10,4,0,0,1,1,1,0,2,5,5,2,0,6,2023,6,22,2034,22,2034,22,22,20,25,19,7,3,12,2022,7,2009,7,2009,7,7,2009,Дефолт,Placed,DBFUFB,RU,Финанс.сервисы,Республика Татарстан,Финанс.сервисы,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,1
0,2,5,10,4,0,0,0,0,0,1,0,0,0,0,0,0,2023,0,5,2023,31,2026,27,5,8,8,1,7,5,4,2019,8,2019,8,2019,7,4,2019,В обращении,Placed,DBVUFB,RU,Электроэнергетика,Республика Саха (Якутия),Электроэнергетика,Среднесрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,'ruBBB,-637699.1073117225,-2020.3865097585117,-15.673096711752638,0
0,2,5,10,4,0,0,1,0,0,0,6,1,1,6,0,0,2023,6,25,2037,29,2037,29,25,12,12,2,12,4,12,2022,12,2022,12,2022,12,12,2022,В обращении,Placed,DBVUFB,RU,Недвижимость,Амурская область,Недвижимость,Долгосрочные,Переменный,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,361300.8925885882,-2006.2609112119783,-15.473426301640181,0
0,2,5,10,12,1,0,1,0,0,0,0,2,2,1,2,2,2023,1,20,2024,4,2024,4,21,1,1,14,9,3,9,2021,9,2021,9,2021,9,9,2021,В обращении,Placed,DBFUFB,RU,Финанс.сервисы,Новосибирская область,Финанс.сервисы,Краткосрочные,Постоянный,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,ruBB,-637699.1073327176,-2018.8341191401682,-15.701809136814852,0
0,2,5,10,4,1,0,0,0,0,1,0,0,0,2,3,3,2023,0,17,2026,12,2026,12,4,15,15,17,10,4,9,2022,10,2022,1,2023,10,9,2022,В обращении,Placed,DBFUFB,RU,Машиностроение,Республика Татарстан,Машиностроение,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073348727,-2018.6781209021394,-15.730778927178513,0
0,2,5,10,4,0,0,1,0,0,0,6,1,6,1,2,2,2023,2,27,2021,23,2025,21,29,2,2,19,3,4,9,2020,9,2020,9,2020,9,9,2020,В обращении,Placed,DBFSFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Постоянный,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,Прочие активы,NAN,НЕТ,НЕТ,Залог,Старший обеспеченный,M,НЕТ,НЕТ,NAN,-637699.1073192151,-2019.8284821842249,-15.580192895811047,0
0,0,0,0,4,1,0,1,0,0,0,2,2,2,6,2,2,2023,6,5,2052,11,2052,11,9,22,22,12,12,3,4,2020,8,2020,8,2020,12,4,2020,В обращении,Placed,DGFSFB,RU,Банки,г.Москва,Фин.сервис - ИА,Долгосрочные,Постоянный,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,Портфель ипотеки,NAN,НЕТ,НЕТ,Залог,Старший обеспеченный,C,НЕТ,НЕТ,'ruBBB,-637699.1073090632,-2020.5684714911895,-16.39128367539934,0
0,2,5,10,4,1,0,0,0,0,0,2,2,2,2,2,2,2023,2,7,2034,22,2034,22,7,16,16,22,3,3,6,2021,7,2021,7,2021,3,6,2021,В обращении,Placed,DGFSFB,RU,Банки,г.Москва,Фин.сервис - ИА,Долгосрочные,Постоянный,RUB,Корп,Биржевые,Да,Book-entry,Подписка открытая,Облигации прочих резидентов,Портфель ипотеки,NAN,НЕТ,НЕТ,Залог,Старший обеспеченный,C,НЕТ,НЕТ,ruA+,-637699.1073035209,-2021.0061953499417,-15.629430715431285,0
0,0,0,0,4,0,0,1,0,0,1,1,6,6,1,2,2,2023,3,2,2053,27,2053,27,2,16,16,27,7,4,12,2020,3,2021,3,2021,7,12,2020,В обращении,Placed,DGVSFB,RU,Банки,г.Москва,Фин.сервис - ИА,Долгосрочные,Ипотечный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,Портфель ипотеки,NAN,НЕТ,НЕТ,Залог,Младший обеспеченный,C,НЕТ,НЕТ,'ruBBB,-637699.1073534398,-2017.3278758610859,-12.838607159504866,0
0,0,0,0,4,0,0,1,0,0,0,2,5,5,2,1,1,2023,6,15,2050,25,2050,25,15,7,7,25,6,6,2,2023,2,2023,2,2023,6,2,2023,В обращении,Placed,DGFSFB,RU,Банки,г.Москва,Финанс.сервисы,Долгосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,Портфель ипотеки,NAN,НЕТ,НЕТ,Залог,Младший обеспеченный,C,НЕТ,НЕТ,ruB+,-637699.1073186555,-2019.8677504166935,-15.623159750860564,0
0,2,5,10,4,0,0,1,1,1,0,3,6,6,3,2,6,2023,6,3,2034,3,2034,3,17,2,25,19,9,3,12,2022,9,2009,9,2009,9,9,2009,Дефолт,Placed,DBFUFB,RU,Ритейл,Республика Татарстан,Ритейл,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,1
0,0,0,0,2,0,0,0,0,0,1,3,0,3,3,2,2,2023,3,26,2022,26,2032,13,26,20,20,25,12,5,4,2022,5,2022,5,2022,5,4,2022,В обращении,Placed,DBVUFB,RU,Строительство,г.Москва,Строительство,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,BBB+(RU),-637699.1080827457,-1964.0933441082825,45.52419645950635,0
0,2,5,10,2,0,0,0,0,0,0,3,3,3,3,0,0,2023,3,16,2026,10,2026,10,16,13,13,15,12,6,12,2021,12,2021,12,2021,12,12,2021,В обращении,Placed,DBFUFB,RU,Финанс.сервисы,Иркутская область,Финанс.сервисы,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,Переходные,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruA+,-637699.1073129816,-2020.2901931092824,-15.650771513324115,0
0,2,5,10,12,1,0,0,0,0,0,6,1,4,3,0,0,2023,6,24,2021,7,2024,27,26,18,18,19,12,3,11,2019,11,2019,12,2019,12,11,2019,В обращении,Placed,DBFGFB,RU,Нефтегазовый,г.Москва,Нефтегазовый,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,ДА,НЕТ,NAN,-637699.1073223396,-2019.598418951204,-15.697547313863883,0
0,2,5,10,4,0,0,0,0,0,1,3,3,3,3,2,2,2023,3,23,2024,19,2026,17,23,15,15,23,9,3,9,2021,9,2021,9,2021,9,9,2021,В обращении,Placed,DBVUFB,RU,Нефтегазовый,г.Москва,Нефтегазовый,Среднесрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruA-,-637699.107317365,-2019.969430016471,-15.674748701266926,0
0,2,5,10,4,0,0,0,0,0,0,1,3,1,1,0,0,2023,1,13,2025,18,2026,7,13,28,28,11,12,4,6,2021,7,2021,7,2021,7,6,2021,В обращении,Placed,DBFGFB,RU,"Медицина, здоровье",г.Москва,"Медицина, здоровье",Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,ДА,BB+(RU),-637699.1073007681,-2021.1862205966734,-15.618775009828333,0
0,2,5,10,4,1,0,0,1,0,0,0,0,0,0,2,2,2023,0,2,2024,28,2024,28,2,21,21,1,10,5,10,2020,11,2020,11,2020,10,10,2020,Дефолт,Placed,DBFUFB,RU,Машиностроение,г.Москва,Машиностроение,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637702.613801161,256242.42885178665,-9633.906835117501,1
0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,2,2023,0,5,2022,7,2028,17,5,8,8,24,12,7,8,2012,8,2013,8,2013,7,8,2012,Дефолт,Placed,DBVUFB,RU,Технологии,г.Москва,Технологии,Долгосрочные,Переменный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073193051,-2019.8285621257455,-15.580120580812626,1
0,2,5,10,4,0,0,0,0,0,0,0,0,0,0,3,3,2023,0,26,2025,22,2025,22,26,15,15,27,12,3,12,2022,12,2022,12,2022,12,12,2022,В обращении,Placed,DBFUFB,RU,Машиностроение,Московская область,Машиностроение,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruA-,-637699.1073168134,-2020.0220411796495,-15.665862033418811,0
